"revision","rustdoc_item_id","public_path","kind","classification","harness_route","evidence_state"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","1701","aarch64_vmsa::attrs::raw::Stage2Dirty::new","function","value-only","bounded raw-bit value construction/access is pure software; architecturally observable containing descriptor fields are covered separately","classified"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","1590","aarch64_vmsa::attrs::raw::Stage2ExecuteNever","struct","value-only","bounded raw-bit value construction/access is pure software; architecturally observable containing descriptor fields are covered separately","classified"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","1592","aarch64_vmsa::attrs::raw::Stage2ExecuteNever::bits","function","value-only","bounded raw-bit value construction/access is pure software; architecturally observable containing descriptor fields are covered separately","classified"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","1591","aarch64_vmsa::attrs::raw::Stage2ExecuteNever::from_bits","function","value-only","bounded raw-bit value construction/access is pure software; architecturally observable containing descriptor fields are covered separately","classified"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","1520","aarch64_vmsa::attrs::raw::TableAp","struct","value-only","bounded raw-bit value construction/access is pure software; architecturally observable containing descriptor fields are covered separately","classified"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","1522","aarch64_vmsa::attrs::raw::TableAp::bits","function","value-only","bounded raw-bit value construction/access is pure software; architecturally observable containing descriptor fields are covered separately","classified"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","1521","aarch64_vmsa::attrs::raw::TableAp::from_bits","function","value-only","bounded raw-bit value construction/access is pure software; architecturally observable containing descriptor fields are covered separately","classified"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","1447","aarch64_vmsa::attrs::raw::TenBit","struct","value-only","bounded raw-bit value construction/access is pure software; architecturally observable containing descriptor fields are covered separately","classified"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","1448","aarch64_vmsa::attrs::raw::TenBit::ZERO","assoc_const","value-only","bounded raw-bit value construction/access is pure software; architecturally observable containing descriptor fields are covered separately","classified"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","1450","aarch64_vmsa::attrs::raw::TenBit::bits","function","value-only","bounded raw-bit value construction/access is pure software; architecturally observable containing descriptor fields are covered separately","classified"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","1449","aarch64_vmsa::attrs::raw::TenBit::new","function","value-only","bounded raw-bit value construction/access is pure software; architecturally observable containing descriptor fields are covered separately","classified"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","1409","aarch64_vmsa::attrs::raw::ThreeBit","struct","value-only","bounded raw-bit value construction/access is pure software; architecturally observable containing descriptor fields are covered separately","classified"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","1410","aarch64_vmsa::attrs::raw::ThreeBit::ZERO","assoc_const","value-only","bounded raw-bit value construction/access is pure software; architecturally observable containing descriptor fields are covered separately","classified"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","1412","aarch64_vmsa::attrs::raw::ThreeBit::bits","function","value-only","bounded raw-bit value construction/access is pure software; architecturally observable containing descriptor fields are covered separately","classified"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","1411","aarch64_vmsa::attrs::raw::ThreeBit::new","function","value-only","bounded raw-bit value construction/access is pure software; architecturally observable containing descriptor fields are covered separately","classified"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","1833","aarch64_vmsa::attrs::raw::access","struct_field","typed-inspection","stable semantic mapping generates and typed walk/semantic inspection decodes VMSA64/D128 stage-1/stage-2 raw fields; retained permission/PAS and active-format tests cover the descriptor mechanism; catalog: descriptors.raw-field-bounds; attributes.semantic-live; permissions.stage1-semantic-mapper; permissions.d128-stage2-semantic-mapper","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","1769","aarch64_vmsa::attrs::raw::access_flag","struct_field","typed-inspection","stable semantic mapping generates and typed walk/semantic inspection decodes VMSA64/D128 stage-1/stage-2 raw fields; retained permission/PAS and active-format tests cover the descriptor mechanism; catalog: descriptors.raw-field-bounds; attributes.semantic-live; permissions.stage1-semantic-mapper; permissions.d128-stage2-semantic-mapper","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","1835","aarch64_vmsa::attrs::raw::access_flag","struct_field","typed-inspection","stable semantic mapping generates and typed walk/semantic inspection decodes VMSA64/D128 stage-1/stage-2 raw fields; retained permission/PAS and active-format tests cover the descriptor mechanism; catalog: descriptors.raw-field-bounds; attributes.semantic-live; permissions.stage1-semantic-mapper; permissions.d128-stage2-semantic-mapper","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","1897","aarch64_vmsa::attrs::raw::access_flag","struct_field","typed-inspection","stable semantic mapping generates and typed walk/semantic inspection decodes VMSA64/D128 stage-1/stage-2 raw fields; retained permission/PAS and active-format tests cover the descriptor mechanism; catalog: descriptors.raw-field-bounds; attributes.semantic-live; permissions.stage1-semantic-mapper; permissions.d128-stage2-semantic-mapper","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","1931","aarch64_vmsa::attrs::raw::access_flag","struct_field","typed-inspection","stable semantic mapping generates and typed walk/semantic inspection decodes VMSA64/D128 stage-1/stage-2 raw fields; retained permission/PAS and active-format tests cover the descriptor mechanism; catalog: descriptors.raw-field-bounds; attributes.semantic-live; permissions.stage1-semantic-mapper; permissions.d128-stage2-semantic-mapper","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","1967","aarch64_vmsa::attrs::raw::access_flag","struct_field","typed-inspection","stable semantic mapping generates and typed walk/semantic inspection decodes VMSA64/D128 stage-1/stage-2 raw fields; retained permission/PAS and active-format tests cover the descriptor mechanism; catalog: descriptors.raw-field-bounds; attributes.semantic-live; permissions.stage1-semantic-mapper; permissions.d128-stage2-semantic-mapper","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","2000","aarch64_vmsa::attrs::raw::access_flag","struct_field","typed-inspection","stable semantic mapping generates and typed walk/semantic inspection decodes VMSA64/D128 stage-1/stage-2 raw fields; retained permission/PAS and active-format tests cover the descriptor mechanism; catalog: descriptors.raw-field-bounds; attributes.semantic-live; permissions.stage1-semantic-mapper; permissions.d128-stage2-semantic-mapper","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","1770","aarch64_vmsa::attrs::raw::alias_bit","struct_field","typed-inspection","stable semantic mapping generates and typed walk/semantic inspection decodes VMSA64/D128 stage-1/stage-2 raw fields; retained permission/PAS and active-format tests cover the descriptor mechanism; catalog: descriptors.raw-field-bounds; attributes.semantic-live; permissions.stage1-semantic-mapper; permissions.d128-stage2-semantic-mapper","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","1898","aarch64_vmsa::attrs::raw::alias_bit","struct_field","typed-inspection","stable semantic mapping generates and typed walk/semantic inspection decodes VMSA64/D128 stage-1/stage-2 raw fields; retained permission/PAS and active-format tests cover the descriptor mechanism; catalog: descriptors.raw-field-bounds; attributes.semantic-live; permissions.stage1-semantic-mapper; permissions.d128-stage2-semantic-mapper","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","1767","aarch64_vmsa::attrs::raw::ap","struct_field","typed-inspection","stable semantic mapping generates and typed walk/semantic inspection decodes VMSA64/D128 stage-1/stage-2 raw fields; retained permission/PAS and active-format tests cover the descriptor mechanism; catalog: descriptors.raw-field-bounds; attributes.semantic-live; permissions.stage1-semantic-mapper; permissions.d128-stage2-semantic-mapper","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","1804","aarch64_vmsa::attrs::raw::ap_table","struct_field","typed-inspection","stable semantic mapping generates and typed walk/semantic inspection decodes VMSA64/D128 stage-1/stage-2 raw fields; retained permission/PAS and active-format tests cover the descriptor mechanism; catalog: descriptors.raw-field-bounds; attributes.semantic-live; permissions.stage1-semantic-mapper; permissions.d128-stage2-semantic-mapper","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","1970","aarch64_vmsa::attrs::raw::assured_only","struct_field","typed-inspection","stable semantic mapping generates and typed walk/semantic inspection decodes VMSA64/D128 stage-1/stage-2 raw fields; retained permission/PAS and active-format tests cover the descriptor mechanism; catalog: descriptors.raw-field-bounds; attributes.semantic-live; permissions.stage1-semantic-mapper; permissions.d128-stage2-semantic-mapper","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","1765","aarch64_vmsa::attrs::raw::attr_index","struct_field","typed-inspection","stable semantic mapping generates and typed walk/semantic inspection decodes VMSA64/D128 stage-1/stage-2 raw fields; retained permission/PAS and active-format tests cover the descriptor mechanism; catalog: descriptors.raw-field-bounds; attributes.semantic-live; permissions.stage1-semantic-mapper; permissions.d128-stage2-semantic-mapper","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","1893","aarch64_vmsa::attrs::raw::attr_index","struct_field","typed-inspection","stable semantic mapping generates and typed walk/semantic inspection decodes VMSA64/D128 stage-1/stage-2 raw fields; retained permission/PAS and active-format tests cover the descriptor mechanism; catalog: descriptors.raw-field-bounds; attributes.semantic-live; permissions.stage1-semantic-mapper; permissions.d128-stage2-semantic-mapper","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","1894","aarch64_vmsa::attrs::raw::bbm_nt","struct_field","typed-inspection","stable semantic mapping generates and typed walk/semantic inspection decodes VMSA64/D128 stage-1/stage-2 raw fields; retained permission/PAS and active-format tests cover the descriptor mechanism; catalog: descriptors.raw-field-bounds; attributes.semantic-live; permissions.stage1-semantic-mapper; permissions.d128-stage2-semantic-mapper","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","1964","aarch64_vmsa::attrs::raw::bbm_nt","struct_field","typed-inspection","stable semantic mapping generates and typed walk/semantic inspection decodes VMSA64/D128 stage-1/stage-2 raw fields; retained permission/PAS and active-format tests cover the descriptor mechanism; catalog: descriptors.raw-field-bounds; attributes.semantic-live; permissions.stage1-semantic-mapper; permissions.d128-stage2-semantic-mapper","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","1772","aarch64_vmsa::attrs::raw::contiguous","struct_field","typed-inspection","stable semantic mapping generates and typed walk/semantic inspection decodes VMSA64/D128 stage-1/stage-2 raw fields; retained permission/PAS and active-format tests cover the descriptor mechanism; catalog: descriptors.raw-field-bounds; attributes.semantic-live; permissions.stage1-semantic-mapper; permissions.d128-stage2-semantic-mapper","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","1837","aarch64_vmsa::attrs::raw::contiguous","struct_field","typed-inspection","stable semantic mapping generates and typed walk/semantic inspection decodes VMSA64/D128 stage-1/stage-2 raw fields; retained permission/PAS and active-format tests cover the descriptor mechanism; catalog: descriptors.raw-field-bounds; attributes.semantic-live; permissions.stage1-semantic-mapper; permissions.d128-stage2-semantic-mapper","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","1899","aarch64_vmsa::attrs::raw::contiguous","struct_field","typed-inspection","stable semantic mapping generates and typed walk/semantic inspection decodes VMSA64/D128 stage-1/stage-2 raw fields; retained permission/PAS and active-format tests cover the descriptor mechanism; catalog: descriptors.raw-field-bounds; attributes.semantic-live; permissions.stage1-semantic-mapper; permissions.d128-stage2-semantic-mapper","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","1969","aarch64_vmsa::attrs::raw::contiguous","struct_field","typed-inspection","stable semantic mapping generates and typed walk/semantic inspection decodes VMSA64/D128 stage-1/stage-2 raw fields; retained permission/PAS and active-format tests cover the descriptor mechanism; catalog: descriptors.raw-field-bounds; attributes.semantic-live; permissions.stage1-semantic-mapper; permissions.d128-stage2-semantic-mapper","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","1965","aarch64_vmsa::attrs::raw::dirty","struct_field","typed-inspection","stable semantic mapping generates and typed walk/semantic inspection decodes VMSA64/D128 stage-1/stage-2 raw fields; retained permission/PAS and active-format tests cover the descriptor mechanism; catalog: descriptors.raw-field-bounds; attributes.semantic-live; permissions.stage1-semantic-mapper; permissions.d128-stage2-semantic-mapper","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","1771","aarch64_vmsa::attrs::raw::dirty_bit_modifier","struct_field","typed-inspection","stable semantic mapping generates and typed walk/semantic inspection decodes VMSA64/D128 stage-1/stage-2 raw fields; retained permission/PAS and active-format tests cover the descriptor mechanism; catalog: descriptors.raw-field-bounds; attributes.semantic-live; permissions.stage1-semantic-mapper; permissions.d128-stage2-semantic-mapper","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","1836","aarch64_vmsa::attrs::raw::dirty_bit_modifier","struct_field","typed-inspection","stable semantic mapping generates and typed walk/semantic inspection decodes VMSA64/D128 stage-1/stage-2 raw fields; retained permission/PAS and active-format tests cover the descriptor mechanism; catalog: descriptors.raw-field-bounds; attributes.semantic-live; permissions.stage1-semantic-mapper; permissions.d128-stage2-semantic-mapper","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","1932","aarch64_vmsa::attrs::raw::disch","struct_field","typed-inspection","stable semantic mapping generates and typed walk/semantic inspection decodes VMSA64/D128 stage-1/stage-2 raw fields; retained permission/PAS and active-format tests cover the descriptor mechanism; catalog: descriptors.raw-field-bounds; attributes.semantic-live; permissions.stage1-semantic-mapper; permissions.d128-stage2-semantic-mapper","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","1838","aarch64_vmsa::attrs::raw::execute_never","struct_field","typed-inspection","stable semantic mapping generates and typed walk/semantic inspection decodes VMSA64/D128 stage-1/stage-2 raw fields; retained permission/PAS and active-format tests cover the descriptor mechanism; catalog: descriptors.raw-field-bounds; attributes.semantic-live; permissions.stage1-semantic-mapper; permissions.d128-stage2-semantic-mapper","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","1968","aarch64_vmsa::attrs::raw::force_no_execute","struct_field","typed-inspection","stable semantic mapping generates and typed walk/semantic inspection decodes VMSA64/D128 stage-1/stage-2 raw fields; retained permission/PAS and active-format tests cover the descriptor mechanism; catalog: descriptors.raw-field-bounds; attributes.semantic-live; permissions.stage1-semantic-mapper; permissions.d128-stage2-semantic-mapper","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","1775","aarch64_vmsa::attrs::raw::guarded","struct_field","typed-inspection","stable semantic mapping generates and typed walk/semantic inspection decodes VMSA64/D128 stage-1/stage-2 raw fields; retained permission/PAS and active-format tests cover the descriptor mechanism; catalog: descriptors.raw-field-bounds; attributes.semantic-live; permissions.stage1-semantic-mapper; permissions.d128-stage2-semantic-mapper","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","1900","aarch64_vmsa::attrs::raw::guarded","struct_field","typed-inspection","stable semantic mapping generates and typed walk/semantic inspection decodes VMSA64/D128 stage-1/stage-2 raw fields; retained permission/PAS and active-format tests cover the descriptor mechanism; catalog: descriptors.raw-field-bounds; attributes.semantic-live; permissions.stage1-semantic-mapper; permissions.d128-stage2-semantic-mapper","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","1832","aarch64_vmsa::attrs::raw::mem_attr","struct_field","typed-inspection","stable semantic mapping generates and typed walk/semantic inspection decodes VMSA64/D128 stage-1/stage-2 raw fields; retained permission/PAS and active-format tests cover the descriptor mechanism; catalog: descriptors.raw-field-bounds; attributes.semantic-live; permissions.stage1-semantic-mapper; permissions.d128-stage2-semantic-mapper","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","1963","aarch64_vmsa::attrs::raw::mem_attr","struct_field","typed-inspection","stable semantic mapping generates and typed walk/semantic inspection decodes VMSA64/D128 stage-1/stage-2 raw fields; retained permission/PAS and active-format tests cover the descriptor mechanism; catalog: descriptors.raw-field-bounds; attributes.semantic-live; permissions.stage1-semantic-mapper; permissions.d128-stage2-semantic-mapper","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","1895","aarch64_vmsa::attrs::raw::not_dirty","struct_field","typed-inspection","stable semantic mapping generates and typed walk/semantic inspection decodes VMSA64/D128 stage-1/stage-2 raw fields; retained permission/PAS and active-format tests cover the descriptor mechanism; catalog: descriptors.raw-field-bounds; attributes.semantic-live; permissions.stage1-semantic-mapper; permissions.d128-stage2-semantic-mapper","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","1766","aarch64_vmsa::attrs::raw::ns","struct_field","typed-inspection","stable semantic mapping generates and typed walk/semantic inspection decodes VMSA64/D128 stage-1/stage-2 raw fields; retained permission/PAS and active-format tests cover the descriptor mechanism; catalog: descriptors.raw-field-bounds; attributes.semantic-live; permissions.stage1-semantic-mapper; permissions.d128-stage2-semantic-mapper","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","1903","aarch64_vmsa::attrs::raw::ns","struct_field","typed-inspection","stable semantic mapping generates and typed walk/semantic inspection decodes VMSA64/D128 stage-1/stage-2 raw fields; retained permission/PAS and active-format tests cover the descriptor mechanism; catalog: descriptors.raw-field-bounds; attributes.semantic-live; permissions.stage1-semantic-mapper; permissions.d128-stage2-semantic-mapper","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","1972","aarch64_vmsa::attrs::raw::ns","struct_field","typed-inspection","stable semantic mapping generates and typed walk/semantic inspection decodes VMSA64/D128 stage-1/stage-2 raw fields; retained permission/PAS and active-format tests cover the descriptor mechanism; catalog: descriptors.raw-field-bounds; attributes.semantic-live; permissions.stage1-semantic-mapper; permissions.d128-stage2-semantic-mapper","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","1805","aarch64_vmsa::attrs::raw::ns_table","struct_field","typed-inspection","stable semantic mapping generates and typed walk/semantic inspection decodes VMSA64/D128 stage-1/stage-2 raw fields; retained permission/PAS and active-format tests cover the descriptor mechanism; catalog: descriptors.raw-field-bounds; attributes.semantic-live; permissions.stage1-semantic-mapper; permissions.d128-stage2-semantic-mapper","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","1934","aarch64_vmsa::attrs::raw::ns_table","struct_field","typed-inspection","stable semantic mapping generates and typed walk/semantic inspection decodes VMSA64/D128 stage-1/stage-2 raw fields; retained permission/PAS and active-format tests cover the descriptor mechanism; catalog: descriptors.raw-field-bounds; attributes.semantic-live; permissions.stage1-semantic-mapper; permissions.d128-stage2-semantic-mapper","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","1902","aarch64_vmsa::attrs::raw::permissions","struct_field","typed-inspection","stable semantic mapping generates and typed walk/semantic inspection decodes VMSA64/D128 stage-1/stage-2 raw fields; retained permission/PAS and active-format tests cover the descriptor mechanism; catalog: descriptors.raw-field-bounds; attributes.semantic-live; permissions.stage1-semantic-mapper; permissions.d128-stage2-semantic-mapper","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","1971","aarch64_vmsa::attrs::raw::permissions","struct_field","typed-inspection","stable semantic mapping generates and typed walk/semantic inspection decodes VMSA64/D128 stage-1/stage-2 raw fields; retained permission/PAS and active-format tests cover the descriptor mechanism; catalog: descriptors.raw-field-bounds; attributes.semantic-live; permissions.stage1-semantic-mapper; permissions.d128-stage2-semantic-mapper","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","1738","aarch64_vmsa::attrs::raw::pi","struct_field","typed-inspection","stable semantic mapping generates and typed walk/semantic inspection decodes VMSA64/D128 stage-1/stage-2 raw fields; retained permission/PAS and active-format tests cover the descriptor mechanism; catalog: descriptors.raw-field-bounds; attributes.semantic-live; permissions.stage1-semantic-mapper; permissions.d128-stage2-semantic-mapper","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","1739","aarch64_vmsa::attrs::raw::po","struct_field","typed-inspection","stable semantic mapping generates and typed walk/semantic inspection decodes VMSA64/D128 stage-1/stage-2 raw fields; retained permission/PAS and active-format tests cover the descriptor mechanism; catalog: descriptors.raw-field-bounds; attributes.semantic-live; permissions.stage1-semantic-mapper; permissions.d128-stage2-semantic-mapper","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","1773","aarch64_vmsa::attrs::raw::privileged_execute_never","struct_field","typed-inspection","stable semantic mapping generates and typed walk/semantic inspection decodes VMSA64/D128 stage-1/stage-2 raw fields; retained permission/PAS and active-format tests cover the descriptor mechanism; catalog: descriptors.raw-field-bounds; attributes.semantic-live; permissions.stage1-semantic-mapper; permissions.d128-stage2-semantic-mapper","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","1802","aarch64_vmsa::attrs::raw::privileged_execute_never_limit","struct_field","typed-inspection","stable semantic mapping generates and typed walk/semantic inspection decodes VMSA64/D128 stage-1/stage-2 raw fields; retained permission/PAS and active-format tests cover the descriptor mechanism; catalog: descriptors.raw-field-bounds; attributes.semantic-live; permissions.stage1-semantic-mapper; permissions.d128-stage2-semantic-mapper","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","1901","aarch64_vmsa::attrs::raw::protected","struct_field","typed-inspection","stable semantic mapping generates and typed walk/semantic inspection decodes VMSA64/D128 stage-1/stage-2 raw fields; retained permission/PAS and active-format tests cover the descriptor mechanism; catalog: descriptors.raw-field-bounds; attributes.semantic-live; permissions.stage1-semantic-mapper; permissions.d128-stage2-semantic-mapper","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","1933","aarch64_vmsa::attrs::raw::protected","struct_field","typed-inspection","stable semantic mapping generates and typed walk/semantic inspection decodes VMSA64/D128 stage-1/stage-2 raw fields; retained permission/PAS and active-format tests cover the descriptor mechanism; catalog: descriptors.raw-field-bounds; attributes.semantic-live; permissions.stage1-semantic-mapper; permissions.d128-stage2-semantic-mapper","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","1768","aarch64_vmsa::attrs::raw::shareability","struct_field","typed-inspection","stable semantic mapping generates and typed walk/semantic inspection decodes VMSA64/D128 stage-1/stage-2 raw fields; retained permission/PAS and active-format tests cover the descriptor mechanism; catalog: descriptors.raw-field-bounds; attributes.semantic-live; permissions.stage1-semantic-mapper; permissions.d128-stage2-semantic-mapper","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","1834","aarch64_vmsa::attrs::raw::shareability","struct_field","typed-inspection","stable semantic mapping generates and typed walk/semantic inspection decodes VMSA64/D128 stage-1/stage-2 raw fields; retained permission/PAS and active-format tests cover the descriptor mechanism; catalog: descriptors.raw-field-bounds; attributes.semantic-live; permissions.stage1-semantic-mapper; permissions.d128-stage2-semantic-mapper","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","1896","aarch64_vmsa::attrs::raw::shareability","struct_field","typed-inspection","stable semantic mapping generates and typed walk/semantic inspection decodes VMSA64/D128 stage-1/stage-2 raw fields; retained permission/PAS and active-format tests cover the descriptor mechanism; catalog: descriptors.raw-field-bounds; attributes.semantic-live; permissions.stage1-semantic-mapper; permissions.d128-stage2-semantic-mapper","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","1966","aarch64_vmsa::attrs::raw::shareability","struct_field","typed-inspection","stable semantic mapping generates and typed walk/semantic inspection decodes VMSA64/D128 stage-1/stage-2 raw fields; retained permission/PAS and active-format tests cover the descriptor mechanism; catalog: descriptors.raw-field-bounds; attributes.semantic-live; permissions.stage1-semantic-mapper; permissions.d128-stage2-semantic-mapper","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","1776","aarch64_vmsa::attrs::raw::software","struct_field","typed-inspection","stable semantic mapping generates and typed walk/semantic inspection decodes VMSA64/D128 stage-1/stage-2 raw fields; retained permission/PAS and active-format tests cover the descriptor mechanism; catalog: descriptors.raw-field-bounds; attributes.semantic-live; permissions.stage1-semantic-mapper; permissions.d128-stage2-semantic-mapper","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","1806","aarch64_vmsa::attrs::raw::software","struct_field","typed-inspection","stable semantic mapping generates and typed walk/semantic inspection decodes VMSA64/D128 stage-1/stage-2 raw fields; retained permission/PAS and active-format tests cover the descriptor mechanism; catalog: descriptors.raw-field-bounds; attributes.semantic-live; permissions.stage1-semantic-mapper; permissions.d128-stage2-semantic-mapper","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","1839","aarch64_vmsa::attrs::raw::software","struct_field","typed-inspection","stable semantic mapping generates and typed walk/semantic inspection decodes VMSA64/D128 stage-1/stage-2 raw fields; retained permission/PAS and active-format tests cover the descriptor mechanism; catalog: descriptors.raw-field-bounds; attributes.semantic-live; permissions.stage1-semantic-mapper; permissions.d128-stage2-semantic-mapper","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","1865","aarch64_vmsa::attrs::raw::software","struct_field","typed-inspection","stable semantic mapping generates and typed walk/semantic inspection decodes VMSA64/D128 stage-1/stage-2 raw fields; retained permission/PAS and active-format tests cover the descriptor mechanism; catalog: descriptors.raw-field-bounds; attributes.semantic-live; permissions.stage1-semantic-mapper; permissions.d128-stage2-semantic-mapper","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","1904","aarch64_vmsa::attrs::raw::software","struct_field","typed-inspection","stable semantic mapping generates and typed walk/semantic inspection decodes VMSA64/D128 stage-1/stage-2 raw fields; retained permission/PAS and active-format tests cover the descriptor mechanism; catalog: descriptors.raw-field-bounds; attributes.semantic-live; permissions.stage1-semantic-mapper; permissions.d128-stage2-semantic-mapper","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","1935","aarch64_vmsa::attrs::raw::software","struct_field","typed-inspection","stable semantic mapping generates and typed walk/semantic inspection decodes VMSA64/D128 stage-1/stage-2 raw fields; retained permission/PAS and active-format tests cover the descriptor mechanism; catalog: descriptors.raw-field-bounds; attributes.semantic-live; permissions.stage1-semantic-mapper; permissions.d128-stage2-semantic-mapper","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","1973","aarch64_vmsa::attrs::raw::software","struct_field","typed-inspection","stable semantic mapping generates and typed walk/semantic inspection decodes VMSA64/D128 stage-1/stage-2 raw fields; retained permission/PAS and active-format tests cover the descriptor mechanism; catalog: descriptors.raw-field-bounds; attributes.semantic-live; permissions.stage1-semantic-mapper; permissions.d128-stage2-semantic-mapper","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","2001","aarch64_vmsa::attrs::raw::software","struct_field","typed-inspection","stable semantic mapping generates and typed walk/semantic inspection decodes VMSA64/D128 stage-1/stage-2 raw fields; retained permission/PAS and active-format tests cover the descriptor mechanism; catalog: descriptors.raw-field-bounds; attributes.semantic-live; permissions.stage1-semantic-mapper; permissions.d128-stage2-semantic-mapper","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","1930","aarch64_vmsa::attrs::raw::table_nt","struct_field","typed-inspection","stable semantic mapping generates and typed walk/semantic inspection decodes VMSA64/D128 stage-1/stage-2 raw fields; retained permission/PAS and active-format tests cover the descriptor mechanism; catalog: descriptors.raw-field-bounds; attributes.semantic-live; permissions.stage1-semantic-mapper; permissions.d128-stage2-semantic-mapper","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","1999","aarch64_vmsa::attrs::raw::table_nt","struct_field","typed-inspection","stable semantic mapping generates and typed walk/semantic inspection decodes VMSA64/D128 stage-1/stage-2 raw fields; retained permission/PAS and active-format tests cover the descriptor mechanism; catalog: descriptors.raw-field-bounds; attributes.semantic-live; permissions.stage1-semantic-mapper; permissions.d128-stage2-semantic-mapper","evidence-complete"
